Rank,Name,Platform,Year,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
3487,San Francisco Rush: Extreme Racing,N64,1997,Midway Games  ,Atari Games  ,,,0.63,0.11,,0.01,0.75
3488,Super Street Fighter IV,X360,2010,Capcom  ,Capcom / Dimps Corporation  ,9.2,,0.53,0.21,0.07,0.07,0.88
3489,Zone of the Enders,PS2,2001,Konami  ,Konami Computer Entertainment Japan  ,7.5,,0.3,0.24,0.13,0.08,0.75
3490,Raving Rabbids: Travel in Time,Wii,2010,Ubisoft  ,Ubisoft Paris  ,,,0.21,0.46,,0.08,0.75
3491,Borderlands: The Pre-Sequel,X360,2014,2K Games  ,Unknown  ,,,0.48,0.19,0.01,0.07,0.75
3492,Rock Band 4,XOne,2015,Harmonix Music Systems  ,Harmonix Music Systems  ,,,0.62,0.05,,0.08,0.75
3493,Street Fighter EX Plus Alpha,PS,1997,Capcom  ,Arika  ,,,0.28,0.19,0.23,0.05,0.75
3494,Coded Arms,PSP,2005,Konami  ,Konami  ,6.1,,0.28,0.29,,0.17,0.75
3495,FIFA 19,NS,2018,Electronic Arts  ,EA Sports  ,5.9,,0.18,0.47,0.06,0.05,0.75
3496,Need for Speed: Shift,PSP,2009,Electronic Arts  ,Slightly Mad Studios  ,,,0.16,0.38,0.01,0.21,0.75
3497,Tony Hawk's Underground 2,XB,2004,Activision  ,Neversoft Entertainment  ,,,0.48,0.24,,0.03,0.75
3498,Madden NFL 06,PSP,2005,EA Sports  ,EA Tiburon  ,7.9,,0.69,0.0,,0.06,0.75
3499,Skylanders: Trap Team,WiiU,2014,Activision  ,Toys for Bob  ,,,0.42,0.26,,0.07,0.75
3500,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Capcom  ,Capcom  ,7.9,,0.22,0.17,0.3,0.06,0.75
3501,MVP 06 NCAA Baseball,PS2,2006,EA Sports  ,EA Canada  ,,,0.62,0.02,,0.1,0.75
3502,Just Dance 2015,WiiU,2014,Ubisoft  ,Ubisoft Paris  ,,,0.4,0.29,,0.07,0.75
3503,Tom Clancy's Rainbow Six: Vegas,PSP,2007,Ubisoft  ,Ubisoft Montreal  ,5.8,,0.42,0.2,,0.13,0.75
3504,Final Fantasy Tactics A2: Grimoire of the Rift,DS,2008,Square Enix  ,Square Enix  ,8.1,,0.38,0.03,0.3,0.04,0.75
3505,The Lord of the Rings: Conquest,PS3,2009,Electronic Arts  ,Pandemic Studios  ,5.8,,0.38,0.26,,0.11,0.75
3506,Spectrobes,DS,2007,Disney Interactive Studios  ,Jupiter Corporation  ,6.2,,0.66,0.03,,0.06,0.75
3507,Turok,X360,2008,Touchstone  ,Propaganda Games  ,6.6,,0.46,0.2,0.01,0.07,0.75
3508,Jump Ultimate Stars,DS,2006,Nintendo  ,Ganbarion  ,,,,,0.74,,0.74
3509,Jampack Summer 2001,PS2,2001,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,0.36,0.28,,0.1,0.74
3510,Mortal Kombat: Unchained,PSP,2006,Midway Games  ,JGI Entertainment  ,7.0,,0.67,0.01,,0.06,0.74
3511,Burnout,PS2,2001,Acclaim Entertainment  ,Criterion Games  ,,,0.36,0.28,,0.1,0.74
3512,Deponia,PC,2012,Daedalic Entertainment  ,Daedalic Entertainment  ,,,,0.13,,0.02,0.14
3513,Ace Combat: Assault Horizon,PS3,2011,Namco Bandai  ,Project ACES  ,7.5,,0.3,0.16,0.22,0.07,0.74
3514,The Godfather II,PS3,2009,Electronic Arts  ,EA Redwood Shores  ,6.4,,0.41,0.21,0.01,0.1,0.74
3515,Lords of the Fallen,PC,2014,Namco Bandai Games  ,DECK13 Interactive  ,,,,0.03,,0.0,0.03
3516,Sniper Elite III,PS4,2014,505 Games  ,Rebellion Developments  ,,,0.25,0.37,,0.12,0.74
3517,Sega Superstars Tennis,DS,2008,Sega  ,Sumo Digital  ,6.2,,0.29,0.37,,0.08,0.74
3518,Yu-Gi-Oh! Dungeon Dice Monsters,GBA,2003,Konami  ,Konami  ,,,0.42,0.16,0.15,0.01,0.74
3519,Red Faction: Guerrilla,PS3,2009,THQ  ,Volition Inc.  ,8.6,,0.33,0.27,0.02,0.12,0.74
3520,The Evil Within,PC,2014,Bethesda Softworks  ,Tango Gameworks  ,5.5,,0.12,0.16,,0.02,0.3
3521,Midnight Club 3: DUB Edition,XB,2005,Rockstar Games  ,Rockstar San Diego  ,,,0.61,0.1,,0.03,0.74
3522,Super Street Fighter IV: Arcade Edition,PS3,2011,Capcom  ,Capcom / Dimps Corporation  ,8.1,,0.15,0.05,0.17,0.02,0.38
3523,X-Men Origins: Wolverine - Uncaged Edition,PS3,2009,Activision  ,Raven Software  ,7.0,8.7,0.31,0.31,,0.12,0.74
3524,Madagascar: Escape 2 Africa,DS,2008,Activision  ,Griptonite Games  ,,,0.41,0.25,,0.08,0.74
3525,The Lord of the Rings: The Two Towers,GBA,2002,Electronic Arts  ,Griptonite Games  ,,,0.53,0.2,,0.01,0.74
3526,Tiger Woods PGA Tour 2001,PS2,2001,EA Sports  ,Stormfront Studios  ,,,0.36,0.28,,0.09,0.74
3527,Need for Speed (2015),XOne,2015,Electronic Arts  ,Ghost Games  ,6.7,,0.35,0.33,,0.06,0.74
3528,Jet Moto 3,PS,1999,Sony Computer Entertainment  ,Pacific Coast Power & Light  ,,,0.41,0.28,,0.05,0.74
3529,Unreal Championship,XB,2002,Atari  ,Digital Extremes  ,,,0.59,0.12,,0.03,0.74
3530,WarioWare: Twisted!,GBA,2005,Nintendo  ,Intelligent Systems  ,,,0.16,0.06,0.5,0.02,0.74
3531,Tales of Vesperia,X360,2008,Namco Bandai  ,Namco Tales Studio  ,8.1,9.2,0.32,0.18,0.19,0.05,0.74
3532,Resonance of Fate,PS3,2010,Sega  ,tri-Ace  ,7.5,8.2,0.2,0.22,0.24,0.08,0.74
3533,Sonic Forces,NS,2017,Sega  ,Sonic Team  ,5.4,,0.39,0.27,0.01,0.06,0.74
3534,Namco Museum Remix,Wii,2007,Namco Bandai  ,Namco  ,,,0.68,0.0,,0.05,0.74
3535,The Amazing Spider-Man (2012),X360,2012,Activision  ,Beenox  ,6.8,,0.43,0.24,,0.07,0.74
3536,Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Namco Bandai Games  ,CyberConnect2  ,,,0.27,0.25,0.14,0.09,0.74
3537,Marvel: Ultimate Alliance 2,PS3,2009,Activision  ,Vicarious Visions  ,7.8,,0.49,0.16,,0.09,0.74
3538,Harvest Moon: Animal Parade,Wii,2009,Natsume  ,Marvelous Interactive  ,,,0.58,0.08,0.02,0.05,0.74
3539,Sword of Mana,GBA,2003,Nintendo  ,Brownie Brown  ,,,0.31,0.11,0.3,0.02,0.74
3540,Pirates of the Caribbean: At World's End,PS3,2007,Disney Interactive Studios  ,Eurocom Entertainment Software  ,,,0.17,0.41,,0.15,0.73
3541,Tiger Woods PGA Tour 08,PS3,2007,Electronic Arts  ,EA Redwood Shores  ,,,0.22,0.38,,0.14,0.73
3542,Brink,PS3,2011,Bethesda Softworks  ,Splash Damage  ,7.1,,0.29,0.32,0.01,0.12,0.73
3543,Split/Second,PS3,2010,Disney Interactive Studios  ,Black Rock Studio  ,,,0.31,0.3,0.01,0.11,0.73
3544,FIFA: Road to World Cup 98,PS,1997,EA Sports  ,EA Canada  ,,,0.14,0.09,0.46,0.05,0.73
3545,Crysis 2,PC,2011,Electronic Arts  ,Crytek  ,8.7,,0.16,0.45,,0.12,0.73
3546,Dragon Ball Z: Ultime Menace,SNES,1994,Bandai  ,TOSE  ,,,,,0.73,,0.73
3547,iCarly,DS,2009,Activision  ,"Human Soft, Inc.  ",,,0.67,0.01,,0.05,0.73
3548,Final Fantasy XIII-2,X360,2012,Square Enix  ,Square Enix  ,,,0.36,0.29,0.02,0.06,0.73
3549,Classic NES Series: Donkey Kong,GBA,2004,Nintendo  ,Nintendo  ,,,0.4,0.15,0.17,0.01,0.73
3550,The Sims 4,XOne,2017,Electronic Arts  ,Maxis  ,,,0.42,0.24,,0.07,0.73
3551,My Little Pony: Pinkie Pie's Party,DS,2008,THQ  ,ImaginEngine Corp.  ,,,0.67,,,0.06,0.73
3552,MLB 10: The Show,PS3,2010,Sony Computer Entertainment  ,SCEA San Diego Studios  ,8.6,,0.67,,,0.06,0.73
3553,WWE SmackDown vs. Raw 2010,Wii,2009,THQ  ,JAKKS Pacific  ,7.8,,0.49,0.17,,0.06,0.73
3554,Yoshi,GB,1992,Nintendo  ,Nintendo  ,,,,,0.73,,0.73
3555,Mortal Kombat 4,N64,1998,Midway Games  ,Eurocom Entertainment Software  ,,,0.55,0.17,,0.01,0.73
3556,Need for Speed: Payback,XOne,2017,Electronic Arts  ,Ghost Games  ,5.9,,0.42,0.24,,0.07,0.73
3557,Croc 2,PS,1999,Fox Interactive  ,Argonaut Games  ,6.5,,0.41,0.28,,0.05,0.73
3558,NHL 11,X360,2010,EA Sports  ,EA Canada  ,8.8,,0.61,0.07,,0.05,0.73
3559,MLB 14 The Show,PS4,2014,Sony Computer Entertainment  ,SCE San Diego Studio  ,8.3,,0.59,,,0.14,0.73
3560,Oddworld: Munch's Oddysee,XB,2001,Microsoft  ,Oddworld Inhabitants  ,,,0.54,0.16,,0.03,0.73
3561,Just Dance Wii,Wii,2011,Nintendo  ,Unknown  ,,,,,0.73,,0.73
3562,Berzerk,2600,1982,Atari  ,Stern Electronics  ,,,0.68,0.04,,0.01,0.73
3563,Madden NFL 11,Wii,2010,EA Sports  ,EA Tiburon  ,6.8,,0.68,,,0.05,0.73
3564,Homeworld Remastered Collection,PC,2015,Gearbox Software  ,Gearbox Software  ,,,,0.01,,0.0,0.01
3565,NCAA Football 07,X360,2006,Electronic Arts  ,Electronic Arts  ,8.0,,0.67,,,0.06,0.73
3566,The Incredible Adventures of Van Helsing,PC,N/A,Unknown  ,Neocore Games  ,,,,,,,
3567,Full Spectrum Warrior,XB,2004,THQ  ,Pandemic Studios  ,,,0.54,0.16,,0.03,0.73
3568,Star Ocean: The Last Hope International,PS3,2010,Square Enix  ,tri-Ace  ,8.1,9.5,0.28,0.15,0.22,0.07,0.73
3569,Katamari Damacy,PS2,2004,Namco  ,Namco  ,8.5,,0.47,0.02,0.17,0.08,0.73
3570,Beyblade VForce: Ultimate Blader Jam,GBA,2003,Atari  ,Takara  ,,,0.52,0.19,,0.01,0.73
3571,Monopoly Streets,Wii,2010,Electronic Arts  ,Electronic Arts  ,,,0.23,0.42,,0.07,0.73
3572,God Eater,PSP,2011,D3Publisher  ,Shift  ,,,,0.0,0.72,0.0,0.73
3573,Shaun Palmer's Pro Snowboarder,PS2,2001,Activision  ,Dearsoft  ,,,0.36,0.28,,0.09,0.73
3574,Harvest Moon DS: Island of Happiness,DS,2008,Natsume  ,Marvelous Interactive  ,,,0.43,0.01,0.25,0.04,0.72
3575,James Bond 007: Agent Under Fire,GC,2002,Electronic Arts  ,EA Redwood Shores  ,7.5,,0.56,0.15,,0.02,0.72
3576,Indiana Jones and the Staff of Kings,Wii,2009,LucasArts  ,Artificial Mind and Movement  ,5.1,,0.36,0.29,,0.07,0.72
3577,Star Wars Episode III: Revenge of the Sith,GBA,2005,Ubisoft  ,Ubisoft Montreal  ,,,0.52,0.19,,0.01,0.72
3578,Ultimate Spider-Man,PS2,2005,Activision  ,Treyarch  ,,,0.6,0.02,,0.1,0.72
3579,Imagine: Interior Designer,DS,2008,Ubisoft  ,Little Worlds Studio / Anuman Interactive  ,,,0.34,0.31,,0.08,0.72
3580,XCOM: Enemy Unknown,PC,2012,2K Games  ,Firaxis Games  ,9.0,,0.28,0.37,,0.07,0.72
3581,Monster Hunter Generations Ultimate,NS,2018,Capcom  ,Capcom  ,7.7,,0.27,0.14,0.27,0.04,0.72
3582,WipEout Omega Collection,PS4,2017,Sony Interactive Entertainment  ,Clever Beans / EPOS Game Studios  ,,,0.12,0.49,,0.11,0.72
3583,Rabbids Go Home,DS,2009,Ubisoft  ,Ubisoft Montpellier  ,8.8,,0.35,0.3,,0.07,0.72
3584,SD Gundam G Generation,PS,1998,Bandai  ,Bandai  ,,,,,0.67,0.05,0.72
3585,Devil May Cry HD Collection,PS3,2012,Capcom  ,Capcom  ,,,0.42,0.2,0.11,0.11,0.84
3586,Area 51,PS,1996,Midway Games  ,"Mesa Logic, Inc.  ",,,0.4,0.27,,0.05,0.72
3587,NBA Live 08,PS2,2007,Electronic Arts  ,EA Canada  ,,,0.59,0.02,0.01,0.1,0.72
3588,Dead to Rights,XB,2002,Namco  ,Namco  ,,,0.53,0.17,,0.03,0.72
3589,MLB 09: The Show,PS3,2009,Sony Computer Entertainment  ,SCE San Diego Studio  ,8.9,,0.66,,,0.06,0.72
3590,Bendy and the Ink Machine,PC,2018,Joey Drew Studios Inc.  ,TheMeatly Games  ,,,,,,,
3591,Tiger Woods PGA Tour 07,PS2,2006,EA Sports  ,EA Redwood Shores  ,7.8,,0.6,0.02,,0.1,0.72
3592,Test Drive 6,PS,1999,Atari  ,Pitbull Syndicate  ,,,0.4,0.27,,0.05,0.72
3593,Major League Baseball 2K7,X360,2007,2K Sports  ,Kush Games  ,,,0.67,,,0.06,0.72
3594,Yakuza 2,PS2,2008,Sega  ,Sega  ,7.9,,0.05,0.04,0.84,0.16,1.09
3595,Kirby: Canvas Curse,DS,2005,Nintendo  ,HAL Laboratory  ,8.9,,0.36,0.0,0.32,0.03,0.72
3596,X-Men: Mutant Academy 2,PS,2001,Activision  ,Paradox Development  ,,,0.4,0.27,,0.05,0.72
3597,Madden NFL 10,Wii,2009,EA Sports  ,EA Tiburon  ,7.5,,0.62,0.04,,0.06,0.72
3598,Jampack Winter 2001,PS2,2001,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,0.35,0.28,,0.09,0.72
3599,Kangaroo,2600,1983,Atari  ,Atari  ,,,0.67,0.04,,0.01,0.72
3600,Ben 10: Protector of Earth,PSP,2007,D3 Publisher  ,Unknown  ,,,0.23,0.31,,0.18,0.72
3601,NBA Live 09,X360,2008,Electronic Arts  ,EA Canada  ,,,0.51,0.14,0.0,0.07,0.72
3602,The LEGO Movie Videogame,3DS,2014,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,0.28,0.33,0.05,0.05,0.72
3603,LEGO Dimensions,XOne,2015,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.47,0.18,,0.07,0.72
3604,Blur,PS3,2010,Activision  ,Bizarre Creations  ,8.3,,0.22,0.37,0.02,0.12,0.72
3605,Super Monkey Ball Jr.,GBA,2002,THQ  ,Realism Ltd  ,,,0.51,0.19,,0.01,0.72
3606,James Cameron's Avatar: The Game,Wii,2009,Ubisoft  ,Ubisoft Montreal  ,5.9,,0.32,0.32,,0.07,0.72
3607,Battlefield: Bad Company 2,PC,2010,Electronic Arts  ,EA Digital Illusions CE  ,8.8,,0.19,0.53,,,0.72
3608,Mobile Suit Gundam: Encounters in Space,PS2,2003,Bandai  ,Bandai  ,,,0.05,0.04,0.61,0.01,0.72
3609,Guacamelee!,PC,2013,DrinkBox Studios  ,DrinkBox Studios  ,,,,,,,
3610,F1 2011,X360,2011,Codemasters  ,Codemasters Birmingham  ,8.5,,0.11,0.5,0.01,0.09,0.72
3611,Mx vs. ATV Reflex,X360,2009,THQ  ,Rainbow Studios  ,7.4,,0.52,0.14,,0.06,0.72
3612,The Sims 2: Castaway,DS,2007,Electronic Arts  ,Maxis  ,,,0.62,0.04,,0.05,0.72
3613,Deus Ex: Mankind Divided,PS4,2016,Square Enix  ,Eidos Montreal  ,,,0.25,0.34,0.01,0.12,0.72
3614,Fear Effect,PS,2000,Eidos Interactive  ,Kronos Digital Entertainment  ,,,0.4,0.27,,0.05,0.72
3615,The Lord of the Rings: The Two Towers,XB,2002,Electronic Arts  ,Stormfront Studios  ,,,0.45,0.24,,0.03,0.71
3616,Madden NFL 2003,XB,2002,EA Sports  ,EA Tiburon  ,,,0.67,0.02,,0.03,0.71
3617,Skate,X360,2007,Electronic Arts  ,EA Black Box  ,,,0.62,0.03,0.0,0.06,0.71
3618,Mortal Kombat (2011),PSV,2012,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,8.8,,0.42,0.15,,0.15,0.71
3619,DiRT 3,X360,2011,Codemasters  ,Codemasters  ,9.1,,0.23,0.4,0.01,0.07,0.71
3620,Youtubers Life,PC,N/A,Unknown  ,U-PLAY Studios  ,,,,,,,
3621,Virtua Fighter 4: Evolution,PS2,2003,Sega  ,Sega-AM2  ,8.9,,0.35,0.27,,0.09,0.71
3622,Risen 2: Dark Waters,PC,2012,Deep Silver  ,Piranha Bytes  ,6.6,,,0.19,,0.03,0.22
3623,Resident Evil: Survivor,PS,2000,Capcom  ,Capcom Production Studio 2  ,,,0.23,0.15,0.29,0.05,0.71
3624,The Crew,XOne,2014,Ubisoft  ,Ubisoft Reflections  ,,,0.32,0.34,,0.06,0.71
3625,Astro Bot Rescue Mission,PS4,2018,Sony Interactive Entertainment  ,SIE Japan Studio  ,8.5,,0.22,0.36,0.02,0.11,0.71
3626,Super Trucks Racing,PS2,2003,XS Games  ,Jester Interactive  ,,,0.35,0.27,,0.09,0.71
3627,SoulCalibur VI,PS4,2018,Bandai Namco Games  ,Project Soul  ,,,0.44,0.11,0.04,0.12,0.71
3628,Godzilla: Destroy All Monsters Melee,GC,2002,Atari  ,"Pipeworks Software, Inc.  ",7.5,,0.55,0.14,,0.02,0.71
3629,Jeremy McGrath Supercross 2000,PS,2000,Acclaim Entertainment  ,Acclaim Entertainment  ,,,0.4,0.27,,0.05,0.71
3630,Conker: Live And Reloaded,XB,2005,Microsoft Game Studios  ,Rare Ltd.  ,8.1,,0.49,0.2,,0.02,0.71
3631,Silent Hill 3,PS2,2003,Konami  ,Team Silent  ,8.4,9.0,0.35,0.27,,0.09,0.71
3632,God of War: Origins Collection,PS3,2011,Sony Computer Entertainment  ,Ready at Dawn  ,8.6,,0.39,0.08,0.02,0.07,0.57
3633,Yu-Gi-Oh! The Falsebound Kingdom,GC,2003,Konami  ,Konami  ,4.4,,0.49,0.13,0.07,0.02,0.71
3634,The LEGO Movie Videogame,PS4,2014,Warner Bros. Interactive Entertainment  ,TT Fusion  ,6.0,,0.26,0.32,0.01,0.11,0.71
3635,Madden NFL 08,PSP,2007,EA Sports  ,EA Tiburon  ,7.3,,0.6,0.04,,0.07,0.71
3636,Spyro: Enter the Dragonfly,GC,2002,VU Games  ,Equinoxe  ,5.0,,0.55,0.14,,0.02,0.71
3637,Scooby-Doo 2: Monsters Unleashed,GBA,2004,THQ  ,Altron  ,,,0.51,0.19,,0.01,0.71
3638,Power Rangers: Dino Thunder,PS2,2004,THQ  ,Pacific Coast Power & Light  ,,,0.35,0.27,,0.09,0.71
3639,Blast Corps,N64,1997,Nintendo  ,Rare Ltd.  ,9.1,,0.39,0.09,0.17,0.06,0.71
3640,LEGO Racers,N64,1999,LEGO Media  ,High Voltage Software  ,,,0.51,0.18,,0.01,0.71
3641,WWF Attitude,N64,1999,Acclaim Entertainment  ,Iguana Entertainment  ,,,0.57,0.13,,0.01,0.71
3642,Tactics Ogre: Let Us Cling Together,SNES,1995,Quest  ,Quest Corporation  ,,,,,0.71,0.0,0.71
3643,Madden NFL 09,PSP,2008,EA Sports  ,EA Tiburon  ,6.9,,0.65,0.0,,0.06,0.71
3644,Monster Hunter 3 Ultimate,WiiU,2013,Capcom  ,Capcom  ,8.7,,0.24,0.2,0.22,0.04,0.71
3645,"WarioWare, Inc.: Mega Party Game$",GC,2004,Nintendo  ,Nintendo R&D1  ,,,0.2,0.05,0.44,0.02,0.71
3646,Valkyrie Profile,PS,2000,Enix  ,tri-Ace  ,8.1,,0.07,0.05,0.63,0.05,0.81
3647,DEFCON: Everybody Dies,PC,2007,Encore  ,Introversion  ,8.2,,,,,,
3648,SSX,X360,2012,EA Sports  ,EA Canada  ,,,0.38,0.26,0.0,0.06,0.71
3649,Battle Arena Toshinden 2,PS,1996,Playmates  ,Tamsoft  ,,,0.15,0.1,0.41,0.05,0.71
3650,Dynasty Warriors 6,PS3,2008,KOEI  ,Omega Force  ,,,0.18,0.07,0.41,0.04,0.71
3651,LEGO Harry Potter: Years 1-4,PSP,2010,Warner Bros. Interactive  ,Traveller's Tales  ,7.5,,0.14,0.38,,0.19,0.71
3652,Final Fantasy XIII,PC,N/A,Unknown  ,Square Enix  ,,,,,,,
3653,Jeopardy!,PS,1998,Hasbro Interactive  ,Artech Studios  ,,,0.39,0.27,,0.05,0.71
3654,South Park,PS,1999,Acclaim Entertainment  ,Appaloosa Interactive  ,1.7,,0.39,0.27,,0.05,0.71
3655,Catherine,PS3,2011,Atlus  ,Atlus  ,7.9,,0.3,0.15,0.2,0.06,0.71
3656,NCAA Football 09,X360,2008,EA Sports  ,EA Tiburon  ,,,0.65,,,0.05,0.71
3657,Doom 3: Resurrection of Evil,XB,2005,Activision  ,Nerve Software  ,8.2,,0.53,0.15,,0.03,0.71
3658,Plants vs Zombies: Garden Warfare,XOne,2014,Electronic Arts  ,PopCap Games  ,7.6,,0.39,0.25,0.0,0.06,0.71
3659,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2008,Square Enix  ,Genius Sonority Inc./Eighting  ,,,0.18,0.01,0.5,0.02,0.71
3660,LEGO Batman 2: DC Super Heroes,DS,2012,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,0.39,0.25,,0.06,0.71
3661,Resident Evil 4,PC,2007,Ubisoft  ,SourceNext  ,8.0,,,0.01,,0.0,0.01
3662,Prey (2017),PC,2017,Bethesda Softworks  ,Arkane Studios  ,,,0.01,0.04,,0.0,0.05
3663,Two Worlds,X360,2007,SouthPeak Interactive  ,Reality Pump  ,,,0.41,0.22,,0.07,0.7
3664,Spider-Man 2,PSP,2005,Activision  ,Vicarious Visions  ,6.4,,0.35,0.21,,0.14,0.7
3665,WWE SmackDown vs. Raw 2011,PSP,2010,THQ  ,JAKKS Pacific  ,,,0.22,0.31,,0.17,0.7
3666,Ace Attorney Investigations: Miles Edgeworth,DS,2010,Capcom  ,Capcom  ,7.7,,0.23,0.14,0.3,0.04,0.7
3667,Tony Hawk's Underground,GC,2003,Activision  ,Neversoft Entertainment  ,9.0,,0.54,0.14,,0.02,0.7
3668,Two Worlds II,PC,2011,SouthPeak Interactive  ,Reality Pump  ,6.9,,0.09,0.09,,0.02,0.2
3669,Gunpoint,PC,N/A,Unknown  ,Suspicious Developments  ,,,,,,,
3670,FIFA Soccer 11,DS,2010,EA Sports  ,Exient Entertainment  ,7.0,,0.13,0.49,,0.08,0.7
3671,Super Bomberman 3,SNES,1995,Hudson Soft  ,Hudson Soft  ,,,,,0.7,0.0,0.7
3672,NCAA Football 08,X360,2007,Electronic Arts  ,EA Tiburon  ,,,0.65,,,0.05,0.7
3673,Command & Conquer: Red Alert Retaliation,PS,1998,Virgin Interactive  ,Westwood Studios  ,,,0.39,0.27,,0.05,0.7
3674,Star Wars: Obi-Wan,XB,2001,LucasArts  ,LucasArts  ,,,0.52,0.16,,0.02,0.7
3675,Disney Infinity 2.0: Marvel Super Heroes,WiiU,2014,Disney Interactive Studios  ,Avalanche Software  ,,,0.41,0.22,,0.06,0.7
3676,Kill.Switch,PS2,2003,Namco  ,Namco  ,,,0.34,0.27,,0.09,0.7
3677,Viscera Cleanup Detail,PC,N/A,Unknown  ,RuneStorm  ,,,,,,,
3678,Skylanders: Trap Team,PS3,2014,Activision  ,Toys for Bob  ,,,0.28,0.3,,0.12,0.7
3679,Madden NFL 2005,GC,2004,EA Sports  ,EA Tiburon  ,9.2,,0.54,0.14,,0.02,0.7
3680,Infinite Undiscovery,X360,2008,Square Enix  ,tri-Ace  ,6.8,,0.34,0.18,0.12,0.06,0.7
3681,F-14 Tomcat,GBA,2001,Majesco  ,Virtucraft  ,6.9,,0.5,0.19,,0.01,0.7
3682,SplashDown,PS2,2001,Atari  ,Rainbow Studios  ,,,0.34,0.27,,0.09,0.7
3683,NCAA Football 98,PS,1997,EA Sports  ,EA Tiburon  ,,,0.39,0.27,,0.05,0.7
3684,Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016,Nintendo  ,Arzest  ,,,0.1,0.29,0.28,0.03,0.7
3685,RIFT,PC,2011,Unknown  ,Trion Worlds  ,8.3,,0.47,0.16,,0.08,0.7
3686,Need for Speed Rivals,XOne,2013,Electronic Arts  ,Ghost Games  ,,,0.45,0.19,,0.07,0.7
3687,Jade Empire,XB,2005,Microsoft Game Studios  ,BioWare Corp.  ,9.0,,0.48,0.19,,0.03,0.7
3688,Bravely Second: End Layer,3DS,2016,Nintendo  ,Silicon Studio  ,7.4,,0.22,0.11,0.2,0.03,0.56
3689,Fitness Boxing,NS,2019,Nintendo  ,Imagineer  ,7.0,,,,0.0,,0.0
3690,State of Decay,XBL,2013,Microsoft Studios  ,Undead Labs  ,,,,,,,
3691,The Witcher 3: Complete Edition,NS,2019,CD Projekt Red Studio  ,CD Projekt Red Studio  ,,,,,,,
3692,Chocobo's Dungeon 2,PS,1999,Square EA  ,SquareSoft  ,6.2,,0.04,0.03,0.58,0.05,0.7
3693,Hannah Montana: The Movie,DS,2009,Disney Interactive Studios  ,n-Space  ,,,0.38,0.25,,0.07,0.7
3694,NHL 12,X360,2011,EA Sports  ,EA Canada  ,8.8,,0.55,0.1,,0.05,0.7
3695,Advance Wars,GBA,2001,Nintendo  ,Intelligent Systems  ,9.4,,0.5,0.19,,0.01,0.7
3696,Marvel vs. Capcom: Infinite,PS4,2017,Capcom  ,Capcom  ,,,0.36,0.19,0.04,0.11,0.7
3697,Ape Escape: On the Loose,PSP,2005,Sony Computer Entertainment  ,SIMS  ,6.6,,0.52,0.01,0.12,0.05,0.7
3698,NASCAR 2001,PS2,2000,EA Sports  ,EA Black Box  ,,,0.34,0.27,,0.09,0.7
3699,Wolfenstein II: The New Colossus,XOne,2017,Bethesda Softworks  ,MachineGames  ,,,0.45,0.19,,0.07,0.7
3700,NCAA Football 2001,PS,2000,EA Sports  ,EA Sports  ,,,0.39,0.26,,0.05,0.7
3701,James Bond 007: Blood Stone,PS3,2010,Activision  ,Bizarre Creations  ,6.2,,0.18,0.37,0.02,0.12,0.7
3702,MLB 08: The Show,PS3,2008,Sony Computer Entertainment  ,SCE San Diego Studio  ,,,0.64,,,0.05,0.7
3703,Transformers: Revenge of the Fallen,PS3,2009,Activision  ,Luxoflux Corp.  ,6.5,,0.28,0.3,,0.12,0.7
3704,Metal Gear Solid HD Collection,X360,2011,Konami Digital Entertainment  ,Bluepoint Games  ,,,0.42,0.22,,0.06,0.7
3705,Mafia,PS2,2004,Gathering of Developers  ,Illusion Softworks  ,6.5,,0.34,0.27,,0.09,0.7
3706,Mobile Suit Gundam: Journey to Jaburo,PS2,2001,Bandai  ,Bandai  ,,,0.16,0.13,0.36,0.04,0.7
3707,The Sims: Medieval,PC,2011,Electronic Arts  ,The Sims Studio  ,7.2,,0.29,0.32,,0.09,0.7
3708,Monster Hunter Stories,3DS,2017,Capcom  ,Marvelous  ,8.1,,0.14,0.15,0.39,0.03,0.7
3709,TimeSplitters 2,PS2,2002,Eidos Interactive  ,Free Radical Design  ,9.1,,0.34,0.27,,0.09,0.7
3710,Rocksmith 2014,PC,2016,Ubisoft  ,Ubisoft San Francisco  ,9.0,,0.39,0.24,,0.06,0.7
3711,Driver: San Francisco,X360,2011,Ubisoft  ,Ubisoft Reflections  ,8.1,,0.25,0.37,0.0,0.07,0.7
3712,Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Nintendo  ,Nintendo EAD  ,6.6,,0.37,0.14,0.17,0.01,0.7
